u,g,r,i,class
24.73241,22.76566,21.27649,20.11007,2
19.19676,17.34275,16.29435,15.85817,0
24.22037,24.28421,22.06186,21.0757,0
18.84839,17.84271,17.48128,17.34476,2
19.19876,18.21285,17.90953,17.7899,2
26.49384,21.79792,20.13335,19.00238,0
22.71451,21.5978,20.49927,19.96194,1
20.67661,20.51553,20.51491,20.34745,1
21.22776,19.50095,18.82542,18.68063,1
19.36272,18.4662,18.21178,18.10166,2
22.68906,21.87832,21.48718,21.43206,1
20.96098,20.10715,19.85819,19.72702,2
21.64486,21.82988,21.32311,20.98506,0
22.48733,22.03143,20.20221,19.22401,0
20.08687,20.05165,19.82756,19.74891,1
18.99292,17.89851,17.34651,16.97011,0
22.92458,22.97932,21.21172,19.98257,0
22.69312,20.86281,19.85975,19.53227,1
23.6763,23.53324,22.23177,20.94392,0
20.23919,18.15075,17.06499,16.58882,0
23.01962,23.98921,21.35194,20.29475,0
20.1298,18.73239,18.08536,17.3467,0
19.38053,17.84765,16.96627,16.54196,0
20.44049,18.44969,17.42545,16.97167,0
17.69603,16.12459,15.33007,14.89305,0
18.66364,16.81474,15.98992,15.60315,0
23.77884,21.72618,20.29392,19.36585,0
21.85538,21.71192,21.61986,21.37302,1
24.52037,22.07065,20.37002,19.45453,0
24.05478,21.7462,20.09003,19.28574,0
26.96952,22.1421,21.30768,20.11837,0
27.0835,22.65942,21.39874,20.31503,0
21.49909,21.39849,21.5186,21.17201,1
25.07655,21.31009,19.42173,18.79786,0
17.97511,16.31738,15.51531,15.07005,0
19.82074,18.35644,17.53528,16.9927,0
22.21051,20.76672,18.81895,18.14056,0
24.21646,22.04513,20.46872,19.58706,0
18.51565,17.26473,16.77735,16.61356,2
19.47823,18.20358,17.55688,17.19056,0
21.98655,22.19558,21.77443,21.56148,0
22.70601,21.04343,19.41078,18.662,0
24.59914,20.60831,19.56886,18.87319,0
21.75627,21.38941,21.25745,21.31185,1
22.77441,21.50952,21.4096,21.3915,2
23.96694,22.56544,21.03079,20.02711,0
18.99998,17.70794,16.99309,16.63391,0
22.60517,19.42324,17.8714,17.26022,0
18.99615,17.18664,16.59297,16.26609,0
24.67229,22.67189,22.38734,21.74373,0
21.89471,21.18389,21.11012,21.01212,1
20.89399,19.85196,19.90787,19.97644,2
23.72051,23.21101,21.19941,19.86738,0
22.44556,21.91767,20.09451,19.26172,0
21.65673,20.24928,20.22869,20.28558,2
18.75835,18.57446,18.38512,18.23563,1
20.32078,19.81091,19.75998,19.70918,1
20.00214,18.49875,17.7973,17.36051,0
22.60806,22.71736,20.96153,20.11847,0
21.83808,20.00298,18.77914,18.01208,2
21.19615,21.26807,21.25754,21.21594,1
24.11346,21.72165,20.19264,19.38539,0
21.35122,19.62569,18.95642,18.73746,2
23.34762,22.10697,20.95488,20.59607,2
21.54771,20.77197,20.58685,20.46895,1
24.55957,23.13751,20.50139,19.27811,0
22.94794,21.75099,21.2757,20.54015,1
25.27643,23.07482,21.0284,19.9598,0
21.77075,21.4425,21.32955,21.06535,1
25.24801,21.6398,19.94154,18.92989,0
21.36037,20.89523,20.9502,21.05283,1
22.74323,21.78887,20.18806,19.32213,0
23.19031,20.85148,20.45491,20.26187,2
21.66623,21.88026,20.15248,19.27883,0
22.21265,21.86902,20.08803,19.27823,0
22.09385,21.26598,19.43357,18.60947,0
23.24477,21.88486,20.51368,19.69092,0
20.58094,18.55181,17.4766,17.03581,0
25.39528,24.5106,21.65342,20.57076,0
22.8504,22.86227,22.41734,21.71473,0
19.15731,17.95292,17.47702,17.31019,2
18.5318,17.49413,17.09538,16.96299,2
19.83975,19.43423,19.28466,19.13482,1
18.91647,16.9451,16.05118,15.60236,0
22.65538,20.70441,19.02016,18.41813,0
19.20913,17.23305,16.16147,15.71611,0
20.91494,18.695,17.77902,17.39362,2
20.73106,19.48924,18.89254,18.50462,0
20.58586,19.08678,18.40362,18.00504,0
22.00762,21.06393,20.65121,20.42544,2
20.82334,18.84813,17.68618,17.21112,0
24.64348,21.80752,21.65445,21.60738,1
23.95678,22.52691,21.29536,19.95155,2
18.67216,17.58479,17.23457,17.01149,0
22.32418,19.78805,18.2533,17.66551,0
20.96391,19.33988,18.58661,18.23541,2
19.66217,19.35682,19.3146,19.31163,1
24.99604,21.97334,20.27761,19.47553,0
23.81957,22.45176,21.01997,19.8663,0
23.50576,23.18598,21.61815,20.40376,0
26.10623,23.49861,21.59511,20.50336,0
19.75687,19.14941,18.90903,18.86256,2
21.43922,20.96877,20.69514,20.31302,1
21.95225,22.03988,21.55581,21.43752,1
22.53886,22.14284,22.09939,21.93097,0
24.20998,21.36782,19.47823,18.79136,0
22.43557,21.17364,20.04417,19.32889,0
16.79175,15.53918,15.73807,15.89135,2
24.65599,24.69337,22.28687,20.68967,0
26.07914,21.09739,19.28513,18.4933,0
18.68299,17.72675,17.47595,17.1918,0
23.01308,21.91366,21.11469,20.91192,0
26.46481,22.73597,21.26633,20.11636,0
22.93072,21.66766,20.86525,20.05129,0
19.10497,18.49553,18.20946,18.1439,1
22.54497,21.84342,21.58462,21.49866,2
22.69494,21.93556,21.88609,21.69121,1
25.50994,22.46529,20.69601,19.53836,0
26.02891,22.18748,20.38079,19.48099,0
26.1567,21.77788,19.87688,18.97405,0
19.4742,17.88607,17.08646,16.65017,0
22.6396,22.36626,21.77886,21.00205,0
17.42567,16.42614,16.09712,15.96319,2
19.21504,18.23899,17.90288,17.79751,2
21.7272,20.9708,20.96074,21.00609,1
23.76271,21.94781,20.64429,20.49964,1
21.51628,20.8198,20.82826,20.74263,1
20.0181,18.39857,17.51853,17.12395,0
22.12779,20.84262,19.13484,18.51807,0
22.22759,20.74431,20.52016,20.46336,1
24.21155,21.6055,20.06513,19.19115,1
23.92372,23.67146,21.92868,20.63272,0
21.73745,20.91859,20.63881,20.49291,2
25.92483,21.54956,21.57378,21.0568,1
24.82499,22.39935,20.60935,19.56221,0
22.95364,22.66533,20.70322,19.55806,0
24.63902,21.86154,20.1171,19.30245,0
20.05754,18.07843,17.04845,16.48675,0
22.77309,21.53136,19.66106,18.72695,0
25.50193,22.39359,20.80566,19.87703,0
18.27281,17.00914,16.58095,16.38691,2
23.05436,22.6289,21.56735,20.33508,1
22.95665,22.29974,20.27768,19.31551,0
22.7713,21.02843,19.27023,18.62991,0
19.30935,19.35101,19.12874,19.0866,1
19.78617,18.39655,17.77993,17.43253,0
23.62828,21.62989,21.37097,21.37285,2
26.05586,24.3483,22.11954,20.73888,2
22.54069,21.97868,21.21875,20.06903,0
22.1007,20.0997,18.56478,17.97181,0
21.51525,20.12438,18.63434,18.01302,0
22.78878,22.22108,20.44227,19.59536,0
24.38268,22.43745,20.62359,19.67554,0
25.80652,21.00661,19.18167,18.4446,0
24.79827,21.48571,20.20234,19.42669,0
20.55916,18.15737,17.05231,16.6743,2
21.86095,20.54283,18.73184,18.15851,0
24.90207,20.51875,18.87144,18.26019,0
23.23995,22.49392,22.04955,21.75395,0
24.25303,26.28885,21.58188,20.52875,0
23.226,22.13431,20.79127,19.95793,0
22.88733,21.63388,20.75783,20.38218,2
20.00787,19.77456,19.53773,19.61108,1
21.60336,21.71424,21.28302,21.24753,1
18.82584,17.5153,17.56582,17.6348,2
22.43078,21.79699,21.71086,21.44386,2
21.95526,19.28602,17.80931,16.75016,2
20.69615,20.09436,19.89416,19.82649,1
21.20195,18.75708,17.46619,16.95322,0
19.61337,18.64772,18.29262,18.15632,2
22.19843,21.24422,21.13754,20.94659,1
22.38489,19.8422,18.32667,17.76691,0
23.26167,20.82478,19.62722,19.17925,0
25.89903,23.63441,22.0857,20.72923,0
22.13461,20.99404,20.55341,20.43375,2
25.5137,21.99724,20.31774,19.48166,0
25.91769,22.78107,20.91899,19.84842,0
19.80427,19.39611,19.13966,18.86057,1
22.71654,21.76976,19.9692,19.16627,0
24.51423,23.16138,21.0319,19.98782,0
18.72355,17.67147,17.30933,16.95851,0
23.79581,22.27237,20.33554,19.44454,0
23.60888,22.59297,21.0528,20.08894,0
25.85762,23.06452,21.86351,20.32011,2
24.15326,22.49727,20.42624,19.2648,0
16.17474,15.59182,15.41703,15.35907,2
21.80273,20.89778,18.93957,18.25948,0
21.92115,19.47703,19.55742,18.09078,2
20.14632,20.0958,19.82116,19.85743,1
25.55654,21.37591,19.67185,18.78911,0
21.65608,21.62771,19.60942,18.67968,0
20.28706,18.78514,17.60323,17.0014,0
26.08852,22.46036,20.64331,19.73049,0
22.34863,22.13528,20.33185,19.39207,0
19.38164,18.26387,17.81935,17.55762,0
19.43441,18.25222,17.72819,17.38804,0
22.06664,20.98857,20.73022,20.64433,2
23.18829,21.38578,21.02421,21.11565,1
22.41372,20.82043,20.68801,20.5896,2
21.6778,21.24885,21.38424,21.35469,2
22.5173,22.44513,21.03195,20.12788,0
25.04025,20.40064,18.82211,18.23483,0
21.74907,21.4018,20.03824,19.21383,1
19.27303,16.93624,15.9748,15.45229,0
19.53222,17.88652,16.9227,16.36655,0
22.08647,21.18979,20.92892,20.87828,1
25.58518,23.81051,21.97407,20.78196,2
24.00837,23.18726,21.66471,20.57317,2
24.32026,21.49508,19.58566,18.92647,0
23.664,22.52316,20.75542,19.69305,0
25.08445,22.33044,20.04183,19.36239,0
21.02661,19.53295,17.94546,17.36328,0
22.16628,21.02733,19.8714,19.26089,0
24.53629,20.71562,19.01088,18.40621,0
26.71095,24.40437,22.18239,20.55799,0
22.49218,21.0112,19.21872,18.57716,0
20.36158,19.94628,20.11743,20.34455,2
23.19589,22.56815,20.96958,19.87042,2
21.24595,20.74761,20.50873,20.4716,1
20.29367,19.86814,19.84109,19.77176,1
20.47361,18.92757,17.90451,17.41205,0
23.46856,22.94266,21.19169,19.945,0
19.77766,18.70723,18.52917,18.53586,2
25.30857,21.24874,19.51676,18.78094,0
20.24343,18.48544,17.62831,17.22449,0
23.4362,22.74582,21.10756,19.96059,0
22.16463,20.91334,19.11657,18.3086,0
23.77819,22.38597,21.73668,20.60493,0
21.78136,20.49444,18.80516,18.16172,0
22.5448,22.33422,20.73463,19.66738,0
19.95535,18.9721,18.31249,17.93103,0
24.69897,21.67238,20.10954,19.05783,2
19.86456,18.86765,18.17447,17.75321,0
18.96784,18.7333,18.63334,18.33567,1
19.75042,18.54098,18.00583,17.80949,2
21.01163,19.77633,19.52854,19.47492,2
20.04844,19.07306,18.8038,18.72426,1
21.11247,20.46012,20.1497,20.07413,2
20.27027,19.96943,19.89814,19.73404,1
19.24549,17.24365,16.21071,15.74605,0
21.0235,20.61535,20.57825,20.52201,1
25.06365,21.47114,20.9846,20.71433,2
21.21583,21.35359,20.88414,20.65873,1
21.43326,21.56292,21.54988,21.67597,2
22.84938,22.62527,22.85454,21.41978,0
22.27195,21.21509,20.31187,19.54866,2
19.06716,17.20977,16.27894,15.85819,0
20.47809,18.67662,17.6341,17.21928,0
18.62235,16.96509,16.33175,16.07794,2
20.87021,20.72939,20.70638,20.72448,1
23.16908,20.6708,20.15148,19.91438,2
19.58689,19.31341,19.04557,19.03465,1
22.07397,21.53818,21.36767,21.50188,1
25.19439,23.43121,20.93701,19.89729,0
17.72759,17.36299,17.17781,17.12708,1
21.6643,20.50776,20.26739,20.05617,1
26.94954,21.34807,19.4763,18.55146,0
26.35785,23.58657,21.20148,20.03349,0
22.70113,21.73113,20.14335,19.25759,0
21.50779,20.42384,19.2568,18.74631,0
19.83119,18.47024,17.62063,17.21291,0
22.51027,22.7587,22.2378,21.77806,0
22.42818,21.25225,20.75766,20.45931,0
19.86092,17.23141,16.0046,15.53063,2
20.02902,19.34464,18.99327,18.77556,0
20.66751,18.94109,18.34202,17.95021,0
22.53833,21.6549,21.26357,20.87731,0
20.07349,18.95151,18.37631,17.99484,0
20.12398,19.06546,18.25568,17.79934,0
23.08399,22.68685,22.20885,21.84205,0
24.4348,22.56663,22.30054,21.45486,0
19.66667,17.8577,16.96923,16.55789,0
24.40969,23.18227,20.96026,19.77439,0
18.20239,15.69526,14.70661,14.33585,2
18.96486,17.38289,16.51875,16.08681,0
21.56355,19.57398,18.54963,18.11136,0
23.83456,22.06059,20.41184,19.60216,0
25.25245,21.70376,20.31165,19.40623,0
21.12935,18.57086,17.29494,16.78618,0
20.21635,18.43684,17.49586,17.08401,0
19.92699,18.45148,17.10505,16.61642,0
22.53703,20.23008,18.84969,18.33846,0
20.17753,19.62528,19.02933,18.74903,1
22.84673,22.41872,20.8059,19.49883,0
22.74407,23.73786,22.49748,22.34738,0
26.76601,22.2859,21.71962,21.5503,1
26.04874,23.68926,21.67068,20.53977,0
18.47616,17.00786,16.36193,15.96628,0
25.72027,22.12281,20.3294,19.0519,0
22.59483,21.68817,20.48313,19.21736,2
25.01901,21.99937,21.32235,21.26906,1
22.90694,24.41349,22.14466,20.57092,0
22.46534,20.12256,18.70248,17.69917,2
21.8854,21.32483,20.66474,20.45492,0
20.54512,18.57046,18.05958,17.90684,1
23.07458,23.43562,21.43046,20.42732,0
23.47652,21.42864,19.59803,18.8888,0
21.55698,19.02748,17.6109,16.60032,2
20.8238,20.67182,20.63355,20.23182,1
22.49691,22.01521,20.54206,19.54735,0
20.06758,19.17045,18.87408,18.73992,2
17.85149,16.06994,15.29629,14.91149,0
27.41973,20.84475,19.02438,18.43878,0
21.6035,19.91711,18.44436,17.834,0
21.93496,21.6815,19.76975,18.99566,0
23.03029,20.71699,19.08527,18.35902,0
22.55928,21.22209,19.33394,18.71616,0
20.99509,20.59649,20.13013,19.97054,1
23.21366,21.91207,21.9278,21.67507,1
19.4671,18.08357,17.47875,17.11662,0
22.39887,21.03501,20.72856,20.72469,2
21.82347,21.49567,21.42779,21.44053,2
20.39678,19.88722,19.70149,19.42611,1
20.90817,18.64157,17.33365,16.80074,0
26.61792,22.12252,20.49917,19.51514,0
22.9399,21.8164,20.48883,19.68069,0
22.33394,20.74912,20.72044,19.99847,2
15.72869,14.47018,13.65948,13.42487,2
23.18652,22.01229,21.93008,21.93276,1
21.29754,20.53056,20.17363,20.16057,2
25.00631,23.59278,22.20008,20.78793,2
20.59615,19.53782,19.36804,19.27136,2
25.14232,21.90072,21.44393,21.2941,1
21.93144,21.83924,21.85384,21.79498,1
19.80353,18.56312,18.04103,17.85096,2
20.9596,19.62667,18.97907,18.73219,2
22.96735,22.63184,21.15718,20.15113,0
23.47445,21.16524,19.24117,18.47624,0
22.71003,22.95313,21.20089,20.04479,0
26.42169,22.79924,21.63463,20.61377,0
25.45752,22.14499,20.5849,19.50158,0
23.1132,19.57093,18.15563,17.60795,0
20.4034,18.30502,17.31459,16.78992,0
21.00793,19.62881,18.17052,17.6581,0
25.99174,21.5239,19.56853,18.80538,0
25.63403,22.51321,20.72198,19.7474,0
22.02782,21.67759,21.53703,21.24481,1
22.451,22.22721,20.76725,19.76219,1
20.68678,19.74073,19.68122,19.70431,2
22.88442,22.00399,21.41848,21.35179,1
21.32892,19.10296,17.82218,17.26574,0
20.49027,19.02907,18.47345,18.28602,2
21.79724,20.30043,18.71901,18.08954,0
20.41605,18.57871,17.64799,17.17501,0
22.64054,19.93291,19.08236,18.35502,0
21.75372,21.14839,21.31304,21.29545,1
21.83288,21.72059,21.57555,21.3506,1
24.03302,23.21087,21.20723,20.02082,2
19.3671,18.85828,19.17142,19.43647,2
25.50853,22.01599,20.03555,19.1336,0
23.60774,22.58678,20.62613,19.79408,0
20.24785,18.34734,17.44586,17.03339,0
23.69217,22.21894,20.64512,19.74287,0
22.47332,21.44658,19.76795,18.70736,0
19.39792,18.01342,17.43332,17.188,2
22.58407,22.37467,21.95717,21.94377,1
21.63117,21.81716,21.46744,21.2565,0
23.20645,21.51966,21.24784,21.32844,2
22.7722,22.70432,21.05208,19.57138,0
24.3205,21.13585,19.3492,18.68645,0
21.55896,20.60398,18.85128,18.25943,0
25.1798,21.75879,20.42624,19.43609,2
25.52192,23.17413,21.36546,19.91472,0
23.27618,22.25822,20.3913,19.58341,0
23.35827,21.8434,20.26278,19.40294,0
23.8493,22.46776,21.4543,20.78697,2
21.55629,21.43039,20.96318,20.80053,1
23.88171,22.57791,21.22857,19.96604,2
26.0638,22.28991,21.04453,19.96428,2
23.89321,20.45822,18.83381,18.19691,0
20.89042,20.16214,20.10729,20.08469,1
22.24303,21.3016,20.59101,19.71358,0
19.45481,18.02289,17.32981,16.92197,0
22.64409,21.77287,20.37073,19.58267,0
22.89124,21.84646,21.51373,21.40746,1
22.42423,22.64833,21.76453,21.76426,1
18.86124,17.63123,16.93379,16.44485,0
17.17038,15.9176,15.36842,15.03068,0
19.57785,18.15289,17.58874,17.377,2
22.20263,21.05436,20.79634,20.68245,2
22.11873,22.02027,21.50283,21.1007,1
18.90989,17.7664,17.24068,16.86941,0
22.11578,21.75462,21.49536,21.2934,1
19.18893,18.19846,17.83775,17.69513,2
20.18104,21.81521,20.3462,21.67534,2
18.31684,16.79138,16.06724,15.67644,0
26.51114,24.14464,20.53354,19.3283,0
21.99729,20.93359,19.22294,18.5896,0
22.91609,22.11468,20.48453,19.58217,0
19.63855,18.33895,17.80526,17.58954,2
21.70667,21.12968,20.9794,20.9269,1
21.28854,20.29748,19.7925,19.56425,0
18.60024,17.0901,16.4498,16.12979,0
23.85391,21.44928,19.70142,18.56924,0
21.54823,21.35688,21.61664,21.41921,1
22.92196,22.26635,20.48679,19.52549,0
23.12187,22.26807,21.15309,20.78058,0
27.55347,24.53051,21.76509,20.27801,2
22.85594,20.57687,18.8854,18.16928,0
26.3348,19.9919,18.36023,17.70818,0
23.40568,21.08658,19.33749,18.61469,0
21.35233,20.48049,20.15806,19.96999,2
22.23915,21.06643,19.36535,18.64439,0
18.06991,16.87595,16.26472,15.87286,0
19.96068,18.6008,18.01171,17.68262,0
25.15321,21.79266,20.26796,19.31425,0
26.07673,22.91811,21.1145,20.09096,0
24.89945,22.17898,20.89322,20.05349,0
19.50493,19.19291,18.82435,18.64865,1
21.74595,21.64962,21.27994,21.25907,1
19.879,19.60209,19.19776,19.13604,1
23.24001,22.04754,20.37726,19.32282,0
18.70242,18.01791,17.94356,17.92336,1
18.22352,16.93773,16.29107,15.88717,0
20.18618,18.31624,17.35438,16.90372,0
24.80344,22.90886,21.05076,20.23623,0
24.0783,22.46236,20.27033,19.2708,0
21.35481,19.7042,18.38877,17.85723,0
24.40434,22.12203,20.66872,19.74786,0
20.29823,18.34753,17.29729,16.83182,0
22.21564,19.59664,18.13148,17.62731,0
23.50393,22.50579,20.76631,19.74301,0
19.17002,17.32494,16.40657,15.92806,0
24.1278,22.11778,20.1392,19.24457,0
25.46198,22.55533,21.9418,20.72326,0
24.63655,22.51974,21.43406,20.23017,0
21.58734,21.98436,21.82558,21.54841,1
22.35344,20.66793,19.02588,18.37752,0
17.22649,16.14185,15.79474,15.64552,0
20.95317,19.51872,19.20242,19.00856,2
18.87776,17.98479,17.70466,17.59509,2
24.01639,22.91194,21.92953,20.66899,0
21.42987,19.81523,19.03332,18.62705,0
26.75338,24.66773,22.63416,20.69434,0
24.77463,21.34423,20.13774,19.07597,2
21.87384,21.64502,20.6334,19.89719,0
18.03349,16.99499,16.80437,16.74506,2
23.50669,22.24023,20.68624,19.14041,2
18.60747,17.26507,16.92157,16.81367,2
20.09925,18.78361,18.69397,18.69216,2
25.61505,21.71921,21.18832,21.054,2
21.56473,21.32478,21.12664,21.29954,1
22.14883,20.76296,20.57508,20.44477,2
18.71752,17.09335,16.40921,16.08185,2
22.8843,21.03512,19.30331,18.51697,0
23.504,21.84591,20.15013,19.1205,0
23.29144,19.7415,18.23643,17.48001,2
22.10629,21.04295,19.16526,18.44868,0
20.24767,18.46728,17.22793,16.68785,0
19.82391,18.15611,17.46382,17.2247,2
22.44229,20.79549,19.45281,18.6525,0
26.48986,22.3933,21.24135,20.09173,0
23.99146,22.38129,21.02462,21.04587,1
22.71734,21.9638,21.7973,21.7739,1
21.17841,19.74244,17.96067,17.31312,0
26.70555,22.90725,21.45277,20.36789,0
21.43908,20.81537,20.37665,20.23171,2
21.40166,19.12323,17.66838,17.12142,0
20.5672,18.32895,17.13112,16.59474,0
20.90296,19.16021,17.83824,17.32816,0
18.91533,17.8506,17.45558,17.17871,0
22.49409,21.232,20.39086,20.13299,2
20.32877,18.26561,17.05957,16.59905,0
26.29276,21.84589,20.35767,19.22567,0
20.2483,18.31927,17.3135,16.89205,0
20.81584,20.623,20.32504,19.972,1
19.50963,18.57744,18.3343,18.25419,2
21.18511,20.43707,19.33395,18.84347,0
19.58869,18.58965,18.09711,17.76965,0
22.90555,24.3828,21.70331,20.36062,0
19.36365,17.61691,16.83905,16.34444,2
19.58748,18.3589,17.36884,16.86708,0
25.23832,21.36201,20.01027,19.181,0
26.47488,21.79164,20.05519,19.16834,0
23.2891,21.79181,20.41081,19.47071,0
22.83327,23.29956,21.92815,21.47182,0
22.84059,22.54482,20.69313,19.62892,0
19.32359,19.10465,19.08842,18.86974,1
24.41789,23.1293,22.79298,22.4024,0
19.84394,18.3275,17.87463,17.56429,0
19.75178,17.86419,17.03952,16.63436,0
23.85316,21.90068,21.09523,20.22348,0
18.66725,18.31861,18.09552,18.12488,1
17.57409,16.51219,16.20535,16.0243,0
25.55171,22.18104,20.68654,19.59322,0
22.01334,21.5633,21.32544,21.30332,2
23.85449,22.21826,20.70142,19.84063,0
22.21141,21.61015,20.98947,20.67555,0
22.71626,22.0888,20.53273,19.47046,0
23.93716,20.94972,19.26568,18.54954,0
21.40615,21.35788,21.23453,21.06901,1
22.64959,24.0006,21.77485,20.68277,0
22.16083,20.84728,20.46384,20.88026,2
19.66502,19.40778,19.06602,18.82168,1
24.6586,21.78501,20.20095,19.41235,0
22.91154,20.51938,18.79073,18.17891,0
25.93899,21.74469,20.75826,19.58431,0
21.66545,20.32119,18.57179,18.04444,0
25.86745,23.21293,21.2131,19.97507,0
20.42044,18.58514,17.55288,17.08477,0
21.29044,21.05076,20.73796,20.76973,1
23.64572,22.57906,21.36571,20.48355,0
20.90868,18.7244,17.35348,16.75596,0
20.0827,17.76711,16.55299,16.03164,0
25.96466,22.2249,20.35859,19.33238,0
22.72749,19.27121,18.77915,18.56945,2
17.70347,16.26122,15.55725,15.15365,0
24.18563,21.44999,20.89895,20.74288,2
21.80185,19.82239,18.355,17.74048,0
20.71995,18.89435,17.95377,17.51533,0
22.44525,22.04925,20.27855,19.0411,0
23.03831,23.35074,21.09611,20.09581,0
22.87434,20.38345,19.18911,18.72259,2
23.20531,25.70713,22.0099,20.78374,0
23.20145,23.42875,21.50558,20.46252,0
19.41207,18.88776,18.56437,18.58996,1
20.75913,19.56802,19.58726,19.63667,2
22.44192,22.00084,20.31355,19.54761,0
26.39931,22.60229,21.08483,20.17281,0
20.74974,18.39867,17.50496,17.03009,0
19.5884,17.92996,17.03557,16.61028,0
20.68363,19.19731,18.48424,18.14083,0
22.79183,21.27019,19.45092,18.75759,0
22.06857,21.80942,21.93822,22.11718,1
24.07419,23.44308,21.59589,20.1496,2
21.38832,21.19151,21.07257,20.88382,1
21.94339,21.7533,21.60454,21.30359,1
22.23944,23.57901,21.43467,20.08247,0
25.12106,21.28152,19.45935,18.61167,0
20.879,19.5074,18.83967,18.5516,2
22.12064,21.99613,22.2392,22.53613,1
25.335,22.54641,21.7947,21.89936,1
22.67101,23.05285,20.92891,19.8225,0
21.08524,18.5941,17.55634,17.1849,2
23.92924,21.9458,22.07063,21.84009,1
22.38017,20.68702,19.58107,19.00881,0
16.81685,15.82498,15.52172,15.38394,2
20.52151,19.69062,19.32125,19.12099,2
23.41997,21.00284,19.22603,18.55475,0
26.31692,21.12546,19.26085,18.29366,0
22.76008,23.00768,20.86393,19.56908,0
23.17667,24.59867,21.17285,20.08549,0
21.45792,21.18425,21.35112,20.98842,1
20.17996,18.47683,17.73514,17.44241,2
19.64124,19.20332,18.92619,18.59365,1
27.03389,22.62396,20.97962,19.92429,0
27.14015,23.85798,22.59455,20.5527,0
20.63243,18.72049,17.71163,17.25374,0
19.81733,18.40681,17.68228,17.30821,0
21.76857,21.48009,21.01432,20.93116,0
20.81479,20.25394,19.47968,19.26558,1
22.39696,22.66846,22.01273,20.85694,0
20.79807,20.16265,20.15073,19.90811,1
18.64852,17.63333,17.26847,17.13339,2
24.74948,21.8827,21.7431,21.23573,1
20.88584,17.93529,17.15275,16.36642,2
15.35842,15.41922,15.84887,16.14931,2
21.83604,20.72079,20.42146,20.19264,2
21.5949,20.00309,18.45701,17.84523,0
24.34707,22.78357,22.17501,21.64356,0
20.80994,20.25848,20.03094,20.02798,1
15.66604,13.8347,12.80579,12.22783,0
19.24745,17.3028,16.20496,15.6639,0
24.35865,22.45645,20.50108,19.5876,0
25.23,22.23045,20.25325,19.3504,0
20.19504,18.52791,17.27901,16.72056,0
20.535,19.38994,18.81705,18.4945,0
21.29583,20.988,20.83797,21.05328,1
20.78204,20.56197,20.30818,20.29335,1
19.9569,18.43931,17.80953,17.52382,2
19.97801,18.49295,17.42121,16.94761,0
24.29477,21.62768,19.64412,18.78338,0
26.40178,21.99808,20.28389,19.35448,0
26.82515,23.02231,21.06888,19.94425,0
26.57739,22.54382,20.80372,19.86526,0
26.83069,21.59627,20.06141,19.12921,0
19.74947,19.41832,19.81486,19.67517,0
19.38484,18.47161,18.09865,17.95055,2
23.6335,21.83863,21.55966,21.54393,2
20.16949,19.66403,19.33206,19.33191,1
16.77276,15.81245,15.50749,15.38186,2
16.10737,14.45376,13.65585,13.2225,0
20.54509,19.71058,18.73802,18.31821,0
20.06996,18.97126,18.52549,18.21135,0
21.45946,21.28842,20.69252,20.36087,0
22.35064,19.124,18.22116,17.81003,0
22.09684,21.14732,20.53245,20.49003,0
24.08466,22.47645,20.86698,19.90318,0
21.52732,21.66046,21.17778,21.07494,1
25.77737,22.41747,20.82517,19.85969,0
19.35131,18.44801,18.17993,18.08166,2
21.14795,19.10915,17.71739,17.15381,0
22.24419,20.5003,18.68757,17.8959,0
21.01499,18.8923,17.95638,17.62714,2
23.39181,22.77845,20.64523,19.57813,0
22.01778,21.29588,19.8166,19.00376,0
19.57201,18.1958,17.63343,17.43241,2
19.77981,18.7801,18.46573,18.04173,0
24.34166,23.4083,21.89355,20.57018,2
19.3398,18.24277,17.84142,17.70115,2
23.33369,22.32093,21.10159,20.6414,1
22.94294,22.26155,21.90356,21.96138,2
22.00575,21.09322,20.44752,20.25073,2
19.86575,18.96535,18.59108,18.45314,2
21.39891,21.06675,20.80758,20.74187,1
20.58471,18.72966,17.55187,17.05644,0
22.53723,22.2875,21.97659,21.22189,1
24.38701,23.00893,22.67312,22.30854,0
21.18707,20.4464,19.62698,19.23278,0
19.69169,17.67228,16.69779,16.2579,0
21.50378,20.74956,20.88426,20.84054,1
21.76013,21.64175,21.52275,21.43095,1
26.40793,23.91205,21.70617,20.33078,0
21.89254,22.01407,21.95737,21.30983,1
24.85968,22.5873,22.44559,21.34626,0
23.0217,22.86833,22.61644,21.86878,0
26.94937,21.17358,19.35697,18.74443,0
21.90868,20.49422,18.78742,18.01768,0
22.63683,22.39975,21.72906,21.50186,1
23.63157,23.16625,22.54922,22.2883,1
23.32314,22.19908,21.65773,20.82295,0
20.63647,19.37946,18.96417,18.6662,0
23.28502,21.89616,20.3995,19.55554,0
23.18128,22.53231,20.70534,19.60514,0
19.91,18.28538,17.44912,17.06675,0
20.99353,19.60516,18.91673,18.6688,2
19.21557,17.79367,16.99388,16.52818,0
26.95164,22.63044,20.69824,19.74665,0
23.54677,21.94795,21.88504,21.67562,1
22.64711,21.22308,20.01672,19.24035,0
20.7293,18.83388,17.94418,17.54609,0
23.82809,22.44086,20.57435,19.66041,0
17.62808,16.22809,15.67356,15.46072,2
20.74273,20.5724,20.20905,20.18348,1
19.1069,18.045,17.63026,17.36608,0
24.09765,21.33451,20.99997,20.44008,1
18.75476,17.88537,17.61535,17.5261,2
